inventory_id,restaurant_id,item_id,date,stock_level,consumed_qty,replenished_qty
INV00096709,R014,M0110,2025-09-16,190,143,59
INV00096710,R014,M0001,2025-09-16,126,28,61
INV00096711,R014,M0120,2025-09-16,45,13,40
INV00096712,R014,M0112,2025-09-16,64,27,0
INV00096713,R014,M0065,2025-09-16,91,43,22
INV00096714,R014,M0045,2025-09-16,92,6,41
INV00096715,R014,M0087,2025-09-16,61,9,85
INV00096716,R014,M0029,2025-09-16,178,40,7
INV00096717,R014,M0041,2025-09-16,196,18,58
INV00096718,R014,M0113,2025-09-16,71,38,86
INV00096719,R014,M0026,2025-09-16,95,93,4
INV00096720,R014,M0024,2025-09-16,193,183,88
INV00096721,R014,M0106,2026-06-30,25,18,95
INV00096722,R014,M0109,2026-06-30,21,15,94
INV00096723,R014,M0142,2026-06-30,99,70,88
INV00096724,R014,M0056,2026-06-30,112,6,84
INV00096725,R014,M0095,2026-06-30,132,98,11
INV00096726,R014,M0030,2026-06-30,180,92,89
INV00096727,R014,M0102,2026-06-30,144,107,25
INV00096728,R014,M0052,2026-06-30,100,40,11
INV00096729,R014,M0101,2026-06-30,129,113,78
INV00096730,R014,M0143,2026-06-30,63,33,58
INV00096731,R014,M0020,2026-06-30,39,25,53
INV00096732,R014,M0085,2026-06-30,87,56,15
INV00096733,R014,M0016,2026-06-30,31,30,27
INV00096734,R014,M0067,2026-06-30,41,5,9
INV00096735,R014,M0025,2026-06-30,166,64,8
INV00096736,R014,M0031,2026-06-30,23,1,18
INV00096737,R014,M0129,2026-06-30,136,111,9
INV00096738,R014,M0148,2026-06-30,70,47,74
INV00096739,R014,M0099,2026-06-30,84,65,64
INV00096740,R014,M0017,2026-06-30,94,12,98
INV00096741,R014,M0076,2026-06-30,176,33,38
INV00096742,R014,M0019,2026-06-30,116,107,56
INV00096743,R014,M0013,2026-06-30,45,35,14
INV00096744,R014,M0010,2026-06-30,75,10,19
INV00096745,R014,M0032,2026-06-30,196,39,62
INV00096746,R014,M0152,2026-06-30,63,47,51
INV00096747,R014,M0098,2026-06-30,167,50,80
INV00096748,R014,M0057,2026-06-30,136,14,89
INV00096749,R014,M0132,2026-06-30,131,62,12
INV00096750,R014,M0105,2026-06-30,192,158,78
INV00096751,R014,M0137,2026-06-30,193,188,2
INV00096752,R014,M0079,2026-06-30,173,98,27
INV00096753,R014,M0061,2026-06-30,124,104,98
INV00096754,R014,M0116,2026-06-30,133,55,41
INV00096755,R014,M0003,2026-06-30,80,40,13
INV00096756,R014,M0124,2026-06-30,68,59,67
INV00096757,R014,M0046,2026-06-30,39,24,27
INV00096758,R014,M0043,2026-06-30,191,2,42
INV00096759,R014,M0070,2026-06-30,42,22,85
INV00096760,R014,M0091,2026-06-30,196,13,77
INV00096761,R014,M0027,2026-06-30,44,39,19
INV00096762,R014,M0139,2026-06-30,134,4,2
INV00096763,R014,M0083,2026-06-30,149,121,65
INV00096764,R014,M0097,2026-06-30,118,6,25
INV00096765,R014,M0147,2026-06-30,140,38,89
INV00096766,R014,M0037,2026-06-30,126,23,33
INV00096767,R014,M0082,2026-06-30,178,91,56
INV00096768,R014,M0023,2026-06-30,175,83,91
INV00096769,R014,M0144,2026-06-30,38,30,70
INV00096770,R014,M0068,2026-06-30,110,45,59
INV00096771,R014,M0115,2026-06-30,98,81,3
INV00096772,R014,M0012,2026-06-30,89,81,40
INV00096773,R014,M0066,2026-06-30,99,28,25
INV00096774,R014,M0086,2026-06-30,37,29,54
INV00096775,R014,M0007,2026-06-30,193,66,59
INV00096776,R014,M0028,2026-06-30,104,24,10
INV00096777,R014,M0077,2026-06-30,161,54,5
INV00096778,R014,M0140,2026-06-30,88,80,59
INV00096779,R014,M0127,2026-06-30,127,37,51
INV00096780,R014,M0042,2026-06-30,100,79,0
INV00096781,R014,M0005,2026-06-30,194,106,41
INV00096782,R014,M0136,2026-06-30,21,5,67
INV00096783,R014,M0033,2026-06-30,90,49,97
INV00096784,R014,M0128,2026-06-30,136,128,44
INV00096785,R014,M0133,2026-06-30,121,23,48
INV00096786,R014,M0069,2026-06-30,136,32,55
INV00096787,R014,M0011,2026-06-30,151,141,44
INV00096788,R014,M0096,2026-06-30,32,27,91
INV00096789,R014,M0110,2026-06-30,110,70,74
INV00096790,R014,M0001,2026-06-30,127,113,29
INV00096791,R014,M0120,2026-06-30,28,11,93
INV00096792,R014,M0112,2026-06-30,74,37,31
INV00096793,R014,M0065,2026-06-30,26,19,72
INV00096794,R014,M0045,2026-06-30,68,36,75
INV00096795,R014,M0087,2026-06-30,60,48,2
INV00096796,R014,M0029,2026-06-30,108,55,70
INV00096797,R014,M0041,2026-06-30,118,102,70
INV00096798,R014,M0113,2026-06-30,44,29,36
INV00096799,R014,M0026,2026-06-30,62,8,88
INV00096800,R014,M0024,2026-06-30,74,54,76
INV00096801,R014,M0106,2026-01-28,137,30,93
INV00096802,R014,M0109,2026-01-28,161,129,87
INV00096803,R014,M0142,2026-01-28,83,70,56
INV00096804,R014,M0056,2026-01-28,37,16,50
INV00096805,R014,M0095,2026-01-28,85,81,15
INV00096806,R014,M0030,2026-01-28,65,14,27
INV00096807,R014,M0102,2026-01-28,195,181,48
INV00096808,R014,M0052,2026-01-28,181,79,11
INV00096809,R014,M0101,2026-01-28,173,63,40
INV00096810,R014,M0143,2026-01-28,193,159,86
INV00096811,R014,M0020,2026-01-28,165,139,37
INV00096812,R014,M0085,2026-01-28,175,87,83
INV00096813,R014,M0016,2026-01-28,112,105,85
INV00096814,R014,M0067,2026-01-28,29,27,88
INV00096815,R014,M0025,2026-01-28,81,64,32
INV00096816,R014,M0031,2026-01-28,85,51,27
INV00096817,R014,M0129,2026-01-28,196,97,36
INV00096818,R014,M0148,2026-01-28,196,41,63
INV00096819,R014,M0099,2026-01-28,190,139,82
INV00096820,R014,M0017,2026-01-28,80,50,10
INV00096821,R014,M0076,2026-01-28,99,34,27
INV00096822,R014,M0019,2026-01-28,69,34,0
INV00096823,R014,M0013,2026-01-28,178,80,76
INV00096824,R014,M0010,2026-01-28,169,157,42
INV00096825,R014,M0032,2026-01-28,95,36,58
INV00096826,R014,M0152,2026-01-28,195,167,1
INV00096827,R014,M0098,2026-01-28,154,12,37
INV00096828,R014,M0057,2026-01-28,92,13,27
INV00096829,R014,M0132,2026-01-28,74,51,27
INV00096830,R014,M0105,2026-01-28,157,97,92
INV00096831,R014,M0137,2026-01-28,46,0,49
INV00096832,R014,M0079,2026-01-28,102,10,81
INV00096833,R014,M0061,2026-01-28,99,6,37
INV00096834,R014,M0116,2026-01-28,73,29,49
INV00096835,R014,M0003,2026-01-28,178,109,56
INV00096836,R014,M0124,2026-01-28,149,72,55
INV00096837,R014,M0046,2026-01-28,43,34,84
INV00096838,R014,M0043,2026-01-28,118,27,50
INV00096839,R014,M0070,2026-01-28,102,85,81
INV00096840,R014,M0091,2026-01-28,49,7,97
INV00096841,R014,M0027,2026-01-28,187,14,4
INV00096842,R014,M0139,2026-01-28,165,61,4
INV00096843,R014,M0083,2026-01-28,69,36,98
INV00096844,R014,M0097,2026-01-28,65,30,15
INV00096845,R014,M0147,2026-01-28,85,51,61
INV00096846,R014,M0037,2026-01-28,111,36,28
INV00096847,R014,M0082,2026-01-28,130,0,55
INV00096848,R014,M0023,2026-01-28,79,42,97
INV00096849,R014,M0144,2026-01-28,193,161,20
INV00096850,R014,M0068,2026-01-28,47,19,91
INV00096851,R014,M0115,2026-01-28,77,2,36
INV00096852,R014,M0012,2026-01-28,95,13,62
INV00096853,R014,M0066,2026-01-28,180,45,7
INV00096854,R014,M0086,2026-01-28,149,55,30
INV00096855,R014,M0007,2026-01-28,89,68,42
INV00096856,R014,M0028,2026-01-28,121,25,57
INV00096857,R014,M0077,2026-01-28,122,59,27
INV00096858,R014,M0140,2026-01-28,43,14,41
INV00096859,R014,M0127,2026-01-28,99,15,51
INV00096860,R014,M0042,2026-01-28,36,28,24
INV00096861,R014,M0005,2026-01-28,163,76,34
INV00096862,R014,M0136,2026-01-28,147,38,15
INV00096863,R014,M0033,2026-01-28,131,95,43
INV00096864,R014,M0128,2026-01-28,49,23,75
INV00096865,R014,M0133,2026-01-28,25,17,1
INV00096866,R014,M0069,2026-01-28,126,32,99
INV00096867,R014,M0011,2026-01-28,137,128,5
INV00096868,R014,M0096,2026-01-28,136,121,27
INV00096869,R014,M0110,2026-01-28,196,113,24
INV00096870,R014,M0001,2026-01-28,44,13,30
INV00096871,R014,M0120,2026-01-28,24,13,44
INV00096872,R014,M0112,2026-01-28,140,19,87
INV00096873,R014,M0065,2026-01-28,156,110,71
INV00096874,R014,M0045,2026-01-28,65,25,10
INV00096875,R014,M0087,2026-01-28,44,12,21
INV00096876,R014,M0029,2026-01-28,58,18,64
INV00096877,R014,M0041,2026-01-28,120,63,77
INV00096878,R014,M0113,2026-01-28,42,19,97
INV00096879,R014,M0026,2026-01-28,137,132,38
INV00096880,R014,M0024,2026-01-28,81,56,86
INV00096881,R014,M0106,2026-04-28,134,67,31
INV00096882,R014,M0109,2026-04-28,109,98,66
INV00096883,R014,M0142,2026-04-28,100,93,95
INV00096884,R014,M0056,2026-04-28,162,121,43
INV00096885,R014,M0095,2026-04-28,160,144,46
INV00096886,R014,M0030,2026-04-28,54,19,13
INV00096887,R014,M0102,2026-04-28,42,4,4
INV00096888,R014,M0052,2026-04-28,115,41,41
INV00096889,R014,M0101,2026-04-28,146,9,9
INV00096890,R014,M0143,2026-04-28,23,14,31
INV00096891,R014,M0020,2026-04-28,186,39,38
INV00096892,R014,M0085,2026-04-28,122,25,24
INV00096893,R014,M0016,2026-04-28,45,34,21
INV00096894,R014,M0067,2026-04-28,152,108,45
INV00096895,R014,M0025,2026-04-28,91,26,43
INV00096896,R014,M0031,2026-04-28,170,8,16
INV00096897,R014,M0129,2026-04-28,93,67,83
INV00096898,R014,M0148,2026-04-28,169,21,29
INV00096899,R014,M0099,2026-04-28,176,153,62
INV00096900,R014,M0017,2026-04-28,198,9,52
INV00096901,R014,M0076,2026-04-28,51,6,38
INV00096902,R014,M0019,2026-04-28,110,84,99
INV00096903,R014,M0013,2026-04-28,133,46,10
INV00096904,R014,M0010,2026-04-28,70,42,74
INV00096905,R014,M0032,2026-04-28,38,9,32
INV00096906,R014,M0152,2026-04-28,139,26,14
INV00096907,R014,M0098,2026-04-28,176,123,95
INV00096908,R014,M0057,2026-04-28,115,86,82
INV00096909,R014,M0132,2026-04-28,51,14,61
INV00096910,R014,M0105,2026-04-28,62,61,96
INV00096911,R014,M0137,2026-04-28,106,15,10
INV00096912,R014,M0079,2026-04-28,34,5,97
INV00096913,R014,M0061,2026-04-28,75,58,39
INV00096914,R014,M0116,2026-04-28,160,52,47
INV00096915,R014,M0003,2026-04-28,65,15,58
INV00096916,R014,M0124,2026-04-28,77,20,56
INV00096917,R014,M0046,2026-04-28,69,9,48
INV00096918,R014,M0043,2026-04-28,186,4,63
INV00096919,R014,M0070,2026-04-28,144,8,6
INV00096920,R014,M0091,2026-04-28,79,8,63
INV00096921,R014,M0027,2026-04-28,99,69,0
INV00096922,R014,M0139,2026-04-28,96,14,63
INV00096923,R014,M0083,2026-04-28,88,42,39
INV00096924,R014,M0097,2026-04-28,75,27,14
INV00096925,R014,M0147,2026-04-28,131,39,37
INV00096926,R014,M0037,2026-04-28,179,0,94
INV00096927,R014,M0082,2026-04-28,49,4,42
INV00096928,R014,M0023,2026-04-28,148,126,7
INV00096929,R014,M0144,2026-04-28,152,132,96
INV00096930,R014,M0068,2026-04-28,114,21,96
INV00096931,R014,M0115,2026-04-28,79,34,13
INV00096932,R014,M0012,2026-04-28,127,115,57
INV00096933,R014,M0066,2026-04-28,108,56,32
INV00096934,R014,M0086,2026-04-28,140,0,70
INV00096935,R014,M0007,2026-04-28,163,76,68
INV00096936,R014,M0028,2026-04-28,25,2,73
INV00096937,R014,M0077,2026-04-28,115,78,97
INV00096938,R014,M0140,2026-04-28,105,31,44
INV00096939,R014,M0127,2026-04-28,80,48,35
INV00096940,R014,M0042,2026-04-28,38,36,44
INV00096941,R014,M0005,2026-04-28,143,47,20
INV00096942,R014,M0136,2026-04-28,102,81,95
INV00096943,R014,M0033,2026-04-28,104,82,53
INV00096944,R014,M0128,2026-04-28,56,21,37
INV00096945,R014,M0133,2026-04-28,190,172,27
INV00096946,R014,M0069,2026-04-28,103,90,37
INV00096947,R014,M0011,2026-04-28,163,101,57
INV00096948,R014,M0096,2026-04-28,193,175,19
INV00096949,R014,M0110,2026-04-28,80,7,89
INV00096950,R014,M0001,2026-04-28,85,41,46
INV00096951,R014,M0120,2026-04-28,79,14,47
INV00096952,R014,M0112,2026-04-28,166,72,33
INV00096953,R014,M0065,2026-04-28,105,3,49
INV00096954,R014,M0045,2026-04-28,161,155,48
INV00096955,R014,M0087,2026-04-28,43,37,83
INV00096956,R014,M0029,2026-04-28,123,38,81
INV00096957,R014,M0041,2026-04-28,148,127,13
INV00096958,R014,M0113,2026-04-28,26,12,31
INV00096959,R014,M0026,2026-04-28,143,89,6
INV00096960,R014,M0024,2026-04-28,154,86,82
INV00096961,R014,M0106,2026-01-27,78,17,99
INV00096962,R014,M0109,2026-01-27,120,94,6
INV00096963,R014,M0142,2026-01-27,130,61,52
INV00096964,R014,M0056,2026-01-27,169,63,71
INV00096965,R014,M0095,2026-01-27,145,130,23
INV00096966,R014,M0030,2026-01-27,71,25,40
INV00096967,R014,M0102,2026-01-27,49,35,18
INV00096968,R014,M0052,2026-01-27,194,54,12
INV00096969,R014,M0101,2026-01-27,157,122,53
INV00096970,R014,M0143,2026-01-27,135,92,41
INV00096971,R014,M0020,2026-01-27,191,176,71
INV00096972,R014,M0085,2026-01-27,165,28,69
INV00096973,R014,M0016,2026-01-27,104,95,39
INV00096974,R014,M0067,2026-01-27,113,48,86
INV00096975,R014,M0025,2026-01-27,79,25,22
INV00096976,R014,M0031,2026-01-27,37,7,89
INV00096977,R014,M0129,2026-01-27,179,10,47
INV00096978,R014,M0148,2026-01-27,194,93,95
INV00096979,R014,M0099,2026-01-27,117,58,10
INV00096980,R014,M0017,2026-01-27,166,26,48
INV00096981,R014,M0076,2026-01-27,81,28,99
INV00096982,R014,M0019,2026-01-27,170,21,0
INV00096983,R014,M0013,2026-01-27,73,40,38
INV00096984,R014,M0010,2026-01-27,63,44,98
INV00096985,R014,M0032,2026-01-27,127,43,66
INV00096986,R014,M0152,2026-01-27,152,79,35
INV00096987,R014,M0098,2026-01-27,139,1,48
INV00096988,R014,M0057,2026-01-27,55,6,13
INV00096989,R014,M0132,2026-01-27,121,66,61
INV00096990,R014,M0105,2026-01-27,135,21,91
INV00096991,R014,M0137,2026-01-27,63,1,64
INV00096992,R014,M0079,2026-01-27,86,57,90
INV00096993,R014,M0061,2026-01-27,103,52,48
INV00096994,R014,M0116,2026-01-27,30,12,23
INV00096995,R014,M0003,2026-01-27,100,59,51
INV00096996,R014,M0124,2026-01-27,53,7,32
INV00096997,R014,M0046,2026-01-27,75,27,16
INV00096998,R014,M0043,2026-01-27,150,61,6
INV00096999,R014,M0070,2026-01-27,97,39,18
INV00097000,R014,M0091,2026-01-27,114,41,99
INV00097001,R014,M0027,2026-01-27,143,76,89
INV00097002,R014,M0139,2026-01-27,189,149,0
INV00097003,R014,M0083,2026-01-27,111,64,27
INV00097004,R014,M0097,2026-01-27,30,18,18
INV00097005,R014,M0147,2026-01-27,78,51,44
INV00097006,R014,M0037,2026-01-27,121,25,22
INV00097007,R014,M0082,2026-01-27,164,20,53
INV00097008,R014,M0023,2026-01-27,178,104,31
INV00097009,R014,M0144,2026-01-27,162,140,64
INV00097010,R014,M0068,2026-01-27,136,115,61
INV00097011,R014,M0115,2026-01-27,135,15,20
INV00097012,R014,M0012,2026-01-27,89,5,83
INV00097013,R014,M0066,2026-01-27,24,22,36
INV00097014,R014,M0086,2026-01-27,39,24,72
INV00097015,R014,M0007,2026-01-27,131,130,64
INV00097016,R014,M0028,2026-01-27,105,23,26
INV00097017,R014,M0077,2026-01-27,158,53,22
INV00097018,R014,M0140,2026-01-27,156,105,0
INV00097019,R014,M0127,2026-01-27,72,66,13
INV00097020,R014,M0042,2026-01-27,124,41,51
INV00097021,R014,M0005,2026-01-27,74,51,85
INV00097022,R014,M0136,2026-01-27,62,9,47
INV00097023,R014,M0033,2026-01-27,129,123,54
INV00097024,R014,M0128,2026-01-27,104,86,72
INV00097025,R014,M0133,2026-01-27,60,54,51
INV00097026,R014,M0069,2026-01-27,86,77,13
INV00097027,R014,M0011,2026-01-27,34,26,82
INV00097028,R014,M0096,2026-01-27,121,27,64
INV00097029,R014,M0110,2026-01-27,54,44,32
INV00097030,R014,M0001,2026-01-27,78,12,33
INV00097031,R014,M0120,2026-01-27,48,3,16
INV00097032,R014,M0112,2026-01-27,30,17,94
INV00097033,R014,M0065,2026-01-27,90,9,33
INV00097034,R014,M0045,2026-01-27,62,44,57
INV00097035,R014,M0087,2026-01-27,28,25,83
INV00097036,R014,M0029,2026-01-27,119,8,48
INV00097037,R014,M0041,2026-01-27,25,8,42
INV00097038,R014,M0113,2026-01-27,54,48,53
INV00097039,R014,M0026,2026-01-27,74,17,80
INV00097040,R014,M0024,2026-01-27,74,1,52
INV00097041,R014,M0106,2025-12-04,148,118,86
INV00097042,R014,M0109,2025-12-04,133,123,97
INV00097043,R014,M0142,2025-12-04,136,2,17
INV00097044,R014,M0056,2025-12-04,75,32,96
INV00097045,R014,M0095,2025-12-04,39,25,37
INV00097046,R014,M0030,2025-12-04,37,29,10
INV00097047,R014,M0102,2025-12-04,137,42,59
INV00097048,R014,M0052,2025-12-04,177,129,88
INV00097049,R014,M0101,2025-12-04,129,120,31
INV00097050,R014,M0143,2025-12-04,54,31,92
INV00097051,R014,M0020,2025-12-04,90,61,92
INV00097052,R014,M0085,2025-12-04,171,160,85
INV00097053,R014,M0016,2025-12-04,168,31,37
INV00097054,R014,M0067,2025-12-04,192,143,39
INV00097055,R014,M0025,2025-12-04,37,2,70
INV00097056,R014,M0031,2025-12-04,139,48,45
INV00097057,R014,M0129,2025-12-04,83,82,34
INV00097058,R014,M0148,2025-12-04,59,21,27
INV00097059,R014,M0099,2025-12-04,85,76,23
INV00097060,R014,M0017,2025-12-04,178,137,81
INV00097061,R014,M0076,2025-12-04,20,8,46
INV00097062,R014,M0019,2025-12-04,186,178,99
INV00097063,R014,M0013,2025-12-04,130,0,5
INV00097064,R014,M0010,2025-12-04,51,3,62
INV00097065,R014,M0032,2025-12-04,195,63,10
INV00097066,R014,M0152,2025-12-04,135,106,28
INV00097067,R014,M0098,2025-12-04,143,0,98
INV00097068,R014,M0057,2025-12-04,164,144,37
INV00097069,R014,M0132,2025-12-04,68,49,86
INV00097070,R014,M0105,2025-12-04,37,10,72
INV00097071,R014,M0137,2025-12-04,36,26,50
INV00097072,R014,M0079,2025-12-04,151,95,5
INV00097073,R014,M0061,2025-12-04,141,132,46
INV00097074,R014,M0116,2025-12-04,71,46,74
INV00097075,R014,M0003,2025-12-04,55,3,15
INV00097076,R014,M0124,2025-12-04,185,83,44
INV00097077,R014,M0046,2025-12-04,141,2,96
INV00097078,R014,M0043,2025-12-04,34,12,5
INV00097079,R014,M0070,2025-12-04,23,0,35
INV00097080,R014,M0091,2025-12-04,128,66,64
INV00097081,R014,M0027,2025-12-04,199,182,36
INV00097082,R014,M0139,2025-12-04,182,100,75
INV00097083,R014,M0083,2025-12-04,88,83,61
INV00097084,R014,M0097,2025-12-04,152,79,14
INV00097085,R014,M0147,2025-12-04,128,35,66
INV00097086,R014,M0037,2025-12-04,103,37,43
INV00097087,R014,M0082,2025-12-04,24,1,57
INV00097088,R014,M0023,2025-12-04,76,66,74
INV00097089,R014,M0144,2025-12-04,79,1,65
INV00097090,R014,M0068,2025-12-04,197,5,82
INV00097091,R014,M0115,2025-12-04,141,66,98
INV00097092,R014,M0012,2025-12-04,20,18,31
INV00097093,R014,M0066,2025-12-04,199,28,50
INV00097094,R014,M0086,2025-12-04,170,159,3
INV00097095,R014,M0007,2025-12-04,94,24,23
INV00097096,R014,M0028,2025-12-04,113,49,59
INV00097097,R014,M0077,2025-12-04,147,27,72
INV00097098,R014,M0140,2025-12-04,148,104,9
INV00097099,R014,M0127,2025-12-04,121,36,53
INV00097100,R014,M0042,2025-12-04,115,110,55
INV00097101,R014,M0005,2025-12-04,193,18,8
INV00097102,R014,M0136,2025-12-04,97,18,69
INV00097103,R014,M0033,2025-12-04,95,24,13
INV00097104,R014,M0128,2025-12-04,147,12,21
INV00097105,R014,M0133,2025-12-04,92,2,18
INV00097106,R014,M0069,2025-12-04,186,143,35
INV00097107,R014,M0011,2025-12-04,41,27,40
INV00097108,R014,M0096,2025-12-04,67,29,71
INV00097109,R014,M0110,2025-12-04,148,97,57
INV00097110,R014,M0001,2025-12-04,76,60,31
INV00097111,R014,M0120,2025-12-04,30,25,28
INV00097112,R014,M0112,2025-12-04,105,21,93
INV00097113,R014,M0065,2025-12-04,69,65,77
INV00097114,R014,M0045,2025-12-04,169,90,55
INV00097115,R014,M0087,2025-12-04,110,81,60
INV00097116,R014,M0029,2025-12-04,86,11,17
INV00097117,R014,M0041,2025-12-04,193,125,68
INV00097118,R014,M0113,2025-12-04,196,63,34
INV00097119,R014,M0026,2025-12-04,138,127,77
INV00097120,R014,M0024,2025-12-04,158,11,97
INV00097121,R014,M0106,2026-02-06,129,9,8
INV00097122,R014,M0109,2026-02-06,101,34,60
INV00097123,R014,M0142,2026-02-06,59,28,9
INV00097124,R014,M0056,2026-02-06,102,10,62
INV00097125,R014,M0095,2026-02-06,163,96,96
INV00097126,R014,M0030,2026-02-06,115,90,29
INV00097127,R014,M0102,2026-02-06,40,26,31
INV00097128,R014,M0052,2026-02-06,174,32,34
INV00097129,R014,M0101,2026-02-06,48,23,22
INV00097130,R014,M0143,2026-02-06,113,0,54
INV00097131,R014,M0020,2026-02-06,177,86,82
INV00097132,R014,M0085,2026-02-06,24,5,24
INV00097133,R014,M0016,2026-02-06,33,2,28
INV00097134,R014,M0067,2026-02-06,41,19,1
INV00097135,R014,M0025,2026-02-06,172,105,74
INV00097136,R014,M0031,2026-02-06,30,24,88
INV00097137,R014,M0129,2026-02-06,84,79,81
INV00097138,R014,M0148,2026-02-06,183,155,44
INV00097139,R014,M0099,2026-02-06,191,3,69
INV00097140,R014,M0017,2026-02-06,113,48,12
INV00097141,R014,M0076,2026-02-06,45,23,41
INV00097142,R014,M0019,2026-02-06,171,57,82
INV00097143,R014,M0013,2026-02-06,188,5,49
INV00097144,R014,M0010,2026-02-06,169,126,11
INV00097145,R014,M0032,2026-02-06,40,19,69
INV00097146,R014,M0152,2026-02-06,47,43,50
INV00097147,R014,M0098,2026-02-06,97,74,8
INV00097148,R014,M0057,2026-02-06,89,36,22
INV00097149,R014,M0132,2026-02-06,172,16,26
INV00097150,R014,M0105,2026-02-06,25,10,85
INV00097151,R014,M0137,2026-02-06,41,37,26
INV00097152,R014,M0079,2026-02-06,148,68,47
INV00097153,R014,M0061,2026-02-06,191,118,17
INV00097154,R014,M0116,2026-02-06,108,35,92
INV00097155,R014,M0003,2026-02-06,29,20,66
INV00097156,R014,M0124,2026-02-06,165,134,61
INV00097157,R014,M0046,2026-02-06,74,2,83
INV00097158,R014,M0043,2026-02-06,95,48,56
INV00097159,R014,M0070,2026-02-06,78,5,36
INV00097160,R014,M0091,2026-02-06,149,32,15
INV00097161,R014,M0027,2026-02-06,39,4,97
INV00097162,R014,M0139,2026-02-06,21,7,69
INV00097163,R014,M0083,2026-02-06,31,2,56
INV00097164,R014,M0097,2026-02-06,51,27,63
INV00097165,R014,M0147,2026-02-06,111,67,61
INV00097166,R014,M0037,2026-02-06,60,24,69
INV00097167,R014,M0082,2026-02-06,88,61,87
INV00097168,R014,M0023,2026-02-06,199,119,22
INV00097169,R014,M0144,2026-02-06,155,36,76
INV00097170,R014,M0068,2026-02-06,63,38,86
INV00097171,R014,M0115,2026-02-06,51,28,37
INV00097172,R014,M0012,2026-02-06,51,12,81
INV00097173,R014,M0066,2026-02-06,140,6,55
INV00097174,R014,M0086,2026-02-06,21,3,43
INV00097175,R014,M0007,2026-02-06,71,39,7
INV00097176,R014,M0028,2026-02-06,120,49,25
INV00097177,R014,M0077,2026-02-06,138,111,61
INV00097178,R014,M0140,2026-02-06,165,11,19
INV00097179,R014,M0127,2026-02-06,148,75,43
INV00097180,R014,M0042,2026-02-06,66,52,26
INV00097181,R014,M0005,2026-02-06,72,6,10
INV00097182,R014,M0136,2026-02-06,26,25,54
INV00097183,R014,M0033,2026-02-06,177,150,96
INV00097184,R014,M0128,2026-02-06,57,36,32
INV00097185,R014,M0133,2026-02-06,195,112,8
INV00097186,R014,M0069,2026-02-06,96,59,52
INV00097187,R014,M0011,2026-02-06,140,40,14
INV00097188,R014,M0096,2026-02-06,118,102,29
INV00097189,R014,M0110,2026-02-06,109,35,88
INV00097190,R014,M0001,2026-02-06,83,77,62
INV00097191,R014,M0120,2026-02-06,70,50,21
INV00097192,R014,M0112,2026-02-06,164,127,49
INV00097193,R014,M0065,2026-02-06,33,12,29
INV00097194,R014,M0045,2026-02-06,78,63,25
INV00097195,R014,M0087,2026-02-06,41,21,91
INV00097196,R014,M0029,2026-02-06,82,45,80
INV00097197,R014,M0041,2026-02-06,150,63,13
INV00097198,R014,M0113,2026-02-06,161,76,35
INV00097199,R014,M0026,2026-02-06,67,58,33
INV00097200,R014,M0024,2026-02-06,83,10,23
INV00097201,R014,M0106,2026-09-21,188,157,36
INV00097202,R014,M0109,2026-09-21,52,33,59
INV00097203,R014,M0142,2026-09-21,174,75,89
INV00097204,R014,M0056,2026-09-21,67,9,89
INV00097205,R014,M0095,2026-09-21,188,75,53
INV00097206,R014,M0030,2026-09-21,127,112,3
INV00097207,R014,M0102,2026-09-21,105,39,30
INV00097208,R014,M0052,2026-09-21,104,50,37
INV00097209,R014,M0101,2026-09-21,47,11,34
INV00097210,R014,M0143,2026-09-21,142,124,11
INV00097211,R014,M0020,2026-09-21,132,33,32
INV00097212,R014,M0085,2026-09-21,144,126,20
INV00097213,R014,M0016,2026-09-21,102,36,14
INV00097214,R014,M0067,2026-09-21,80,51,16
INV00097215,R014,M0025,2026-09-21,100,89,43
INV00097216,R014,M0031,2026-09-21,163,140,1
INV00097217,R014,M0129,2026-09-21,111,100,87
INV00097218,R014,M0148,2026-09-21,103,17,98
INV00097219,R014,M0099,2026-09-21,121,114,9
INV00097220,R014,M0017,2026-09-21,101,32,74
INV00097221,R014,M0076,2026-09-21,191,167,48
INV00097222,R014,M0019,2026-09-21,120,10,66
INV00097223,R014,M0013,2026-09-21,199,166,1
INV00097224,R014,M0010,2026-09-21,111,48,51
INV00097225,R014,M0032,2026-09-21,146,30,99
INV00097226,R014,M0152,2026-09-21,96,50,30
INV00097227,R014,M0098,2026-09-21,117,65,36
INV00097228,R014,M0057,2026-09-21,172,61,98
INV00097229,R014,M0132,2026-09-21,156,133,65
INV00097230,R014,M0105,2026-09-21,34,14,57
INV00097231,R014,M0137,2026-09-21,52,41,61
INV00097232,R014,M0079,2026-09-21,84,58,0
INV00097233,R014,M0061,2026-09-21,70,18,82
INV00097234,R014,M0116,2026-09-21,22,6,75
INV00097235,R014,M0003,2026-09-21,66,65,85
INV00097236,R014,M0124,2026-09-21,37,14,61
INV00097237,R014,M0046,2026-09-21,191,66,4
INV00097238,R014,M0043,2026-09-21,174,1,87
INV00097239,R014,M0070,2026-09-21,181,54,45
INV00097240,R014,M0091,2026-09-21,185,65,47
INV00097241,R014,M0027,2026-09-21,59,6,5
INV00097242,R014,M0139,2026-09-21,33,17,55
INV00097243,R014,M0083,2026-09-21,21,7,57
INV00097244,R014,M0097,2026-09-21,168,25,89
INV00097245,R014,M0147,2026-09-21,29,20,2
