wastage_id,restaurant_id,item_id,date,wasted_qty,wastage_cost,reason
WST0002952,R001,M0048,2025-12-28,5.8,19.14,Expired Ingredients
WST0002953,R020,M0048,2025-09-08,5.0,16.5,Quality Rejection
WST0002954,R014,M0024,2025-08-29,3.8,13.19,Overproduction
WST0002955,R012,M0111,2026-01-24,1.3,17.98,Preparation Waste
WST0002956,R011,M0102,2026-08-11,12.2,106.75,Expired Ingredients
WST0002957,R016,M0142,2025-12-21,12.7,155.07,Overproduction
WST0002958,R016,M0148,2025-12-04,10.5,60.9,Overproduction
WST0002959,R014,M0030,2025-12-03,3.7,25.01,Expired Ingredients
WST0002960,R013,M0053,2026-02-27,4.1,25.34,Expired Ingredients
WST0002961,R010,M0046,2026-04-17,2.6,25.71,Spoilage
WST0002962,R018,M0064,2026-02-08,3.1,32.55,Quality Rejection
WST0002963,R007,M0132,2026-01-25,8.2,24.93,Spoilage
WST0002964,R005,M0142,2025-12-19,4.3,52.5,Customer Return
WST0002965,R007,M0152,2026-02-24,8.5,39.44,Quality Rejection
WST0002966,R010,M0067,2026-01-25,3.5,21.21,Overproduction
WST0002967,R004,M0048,2026-06-14,7.0,23.1,Quality Rejection
WST0002968,R011,M0130,2026-08-08,14.4,173.38,Overproduction
WST0002969,R019,M0076,2025-09-01,2.8,25.98,Preparation Waste
WST0002970,R003,M0152,2026-02-18,13.1,60.78,Expired Ingredients
WST0002971,R016,M0101,2026-03-27,1.2,9.38,Spoilage
WST0002972,R004,M0147,2026-03-17,2.5,28.35,Preparation Waste
WST0002973,R012,M0077,2026-05-24,40.0,5.65,Overproduction
WST0002974,R010,M0009,2025-08-25,3.3,28.08,Quality Rejection
WST0002975,R013,M0094,2026-04-19,5.7,42.12,Quality Rejection
WST0002976,R013,M0113,2025-11-07,4.5,39.06,Customer Return
WST0002977,R002,M0053,2025-09-09,8.8,54.38,Spoilage
WST0002978,R006,M0130,2026-08-02,10.7,128.83,Quality Rejection
WST0002979,R010,M0009,2026-05-15,10.5,89.36,Customer Return
WST0002980,R018,M0052,2026-07-27,11.2,83.22,Overproduction
WST0002981,R013,M0142,2026-03-24,10.3,125.76,Preparation Waste
WST0002982,R011,M0104,2025-11-19,12.6,76.61,Preparation Waste
WST0002983,R015,M0059,2025-11-13,4.1,56.74,Customer Return
WST0002984,R017,M0104,2025-09-18,8.8,53.5,Expired Ingredients
WST0002985,R007,M0009,2026-09-04,11.0,93.61,Overproduction
WST0002986,R005,M0044,2026-06-20,2.2,17.47,Customer Return
WST0002987,R002,M0021,2026-07-06,1.1,7.06,Quality Rejection
WST0002988,R014,M0059,2025-11-19,13.0,179.92,Quality Rejection
WST0002989,R020,M0130,2025-08-20,11.8,142.07,Preparation Waste
WST0002990,R016,M0104,2026-06-17,13.4,81.47,Preparation Waste
WST0002991,R010,M0098,2025-12-03,10.0,109.0,Quality Rejection
WST0002992,R002,M0053,2026-04-03,8.7,53.77,Quality Rejection
WST0002993,R011,M0045,2025-08-24,3.2,21.79,Customer Return
WST0002994,R020,M0095,2025-08-24,13.6,58.21,Quality Rejection
WST0002995,R016,M0048,2026-06-14,12.0,39.6,Overproduction
WST0002996,R007,M0052,2026-07-15,9.3,69.1,Customer Return
WST0002997,R010,M0022,2026-02-22,6.3,55.94,Customer Return
WST0002998,R015,M0079,2026-06-26,220.00000000000003,14.83,Quality Rejection
WST0002999,R011,M0098,2026-04-23,6.4,69.76,Overproduction
WST0003000,R003,M0062,2026-05-06,8.4,104.92,Quality Rejection
WST0003001,R019,M0037,2025-11-08,3.8,45.45,Quality Rejection
WST0003002,R008,M0136,2026-06-17,1.4,11.48,Overproduction
WST0003003,R002,M0127,2026-07-27,9.6,122.78,Overproduction
WST0003004,R007,M0121,2026-03-28,13.8,71.21,Preparation Waste
WST0003005,R017,M0032,2026-02-07,4.2,44.1,Quality Rejection
WST0003006,R018,M0009,2026-09-02,8.3,70.63,Spoilage
WST0003007,R016,M0081,2026-03-25,12.1,53.72,Spoilage
WST0003008,R011,M0081,2026-07-13,5.0,22.2,Spoilage
WST0003009,R013,M0148,2026-04-24,4.2,24.36,Expired Ingredients
WST0003010,R001,M0095,2025-09-12,12.2,52.22,Overproduction
WST0003011,R011,M0144,2026-01-02,2.7,31.29,Spoilage
WST0003012,R001,M0121,2025-11-30,12.1,62.44,Overproduction
WST0003013,R004,M0126,2026-06-15,4.5,33.84,Spoilage
WST0003014,R005,M0048,2026-04-20,11.2,36.96,Preparation Waste
WST0003015,R018,M0084,2025-12-21,1.1,5.4,Customer Return
WST0003016,R008,M0107,2026-02-11,1.7,9.18,Expired Ingredients
WST0003017,R018,M0141,2025-10-18,1.0,10.52,Preparation Waste
WST0003018,R006,M0060,2026-09-22,14.2,183.46,Expired Ingredients
WST0003019,R014,M0092,2026-07-16,3.5,24.78,Overproduction
WST0003020,R009,M0111,2026-01-07,1.2,16.6,Preparation Waste
WST0003021,R020,M0082,2026-05-27,13.9,92.99,Overproduction
WST0003022,R011,M0055,2025-11-11,3.2,32.74,Expired Ingredients
WST0003023,R006,M0130,2026-08-11,5.3,63.81,Quality Rejection
WST0003024,R018,M0048,2026-03-02,4.7,15.51,Expired Ingredients
WST0003025,R004,M0035,2025-11-24,2.0,21.14,Expired Ingredients
WST0003026,R012,M0007,2026-03-01,1.2,7.57,Spoilage
WST0003027,R009,M0060,2025-09-21,5.9,76.23,Expired Ingredients
WST0003028,R017,M0051,2026-05-31,1.1,15.28,Customer Return
WST0003029,R019,M0121,2026-01-22,5.7,29.41,Expired Ingredients
WST0003030,R012,M0062,2026-09-21,3.8,47.46,Quality Rejection
WST0003031,R010,M0082,2026-06-10,9.6,64.22,Customer Return
WST0003032,R005,M0148,2025-08-23,14.4,83.52,Customer Return
WST0003033,R014,M0143,2025-09-13,4.8,16.22,Preparation Waste
WST0003034,R003,M0082,2025-10-19,13.4,89.65,Customer Return
WST0003035,R016,M0115,2025-11-01,1.1,10.1,Spoilage
WST0003036,R011,M0104,2025-08-19,13.3,80.86,Quality Rejection
WST0003037,R016,M0104,2026-08-29,4.0,24.32,Spoilage
WST0003038,R001,M0059,2026-08-12,14.4,199.3,Overproduction
WST0003039,R020,M0130,2025-09-09,13.0,156.52,Customer Return
WST0003040,R004,M0048,2025-09-26,10.1,33.33,Preparation Waste
WST0003041,R011,M0050,2026-06-24,3.0,37.77,Quality Rejection
WST0003042,R003,M0089,2025-08-31,3.3,19.01,Preparation Waste
WST0003043,R020,M0121,2025-10-10,4.1,21.16,Overproduction
WST0003044,R002,M0062,2026-08-24,14.2,177.36,Overproduction
WST0003045,R010,M0132,2026-04-24,9.1,27.66,Preparation Waste
WST0003046,R003,M0142,2026-06-14,12.5,152.62,Expired Ingredients
WST0003047,R017,M0127,2026-08-17,8.9,113.83,Preparation Waste
WST0003048,R016,M0050,2026-07-10,3.4,42.81,Customer Return
WST0003049,R012,M0094,2026-04-25,13.6,100.5,Quality Rejection
WST0003050,R002,M0078,2026-08-24,2.1,11.49,Customer Return
WST0003051,R003,M0100,2026-09-09,1.6,13.63,Customer Return
WST0003052,R004,M0059,2026-06-16,3.1,42.9,Quality Rejection
WST0003053,R016,M0157,2025-11-29,12.5,42.88,Quality Rejection
WST0003054,R010,M0147,2026-08-03,1.5,17.01,Quality Rejection
WST0003055,R017,M0063,2026-01-24,0.6,5.14,Customer Return
WST0003056,R009,M0130,2026-05-03,11.2,134.85,Overproduction
WST0003057,R002,M0134,2026-01-24,7.4,98.2,Expired Ingredients
WST0003058,R017,M0142,2026-08-11,11.4,139.19,Overproduction
WST0003059,R014,M0094,2025-11-11,6.0,44.34,Quality Rejection
WST0003060,R008,M0134,2026-05-27,11.9,157.91,Quality Rejection
WST0003061,R012,M0091,2026-04-24,3.4,15.27,Quality Rejection
WST0003062,R002,M0142,2026-05-08,10.3,125.76,Spoilage
WST0003063,R011,M0062,2025-09-15,14.9,186.1,Quality Rejection
WST0003064,R018,M0079,2025-10-06,3.0,10.11,Customer Return
WST0003065,R005,M0102,2025-09-16,12.6,110.25,Overproduction
WST0003066,R009,M0012,2025-09-13,1.1,5.12,Expired Ingredients
WST0003067,R002,M0105,2026-03-02,2.3,14.79,Expired Ingredients
WST0003068,R016,M0130,2025-09-19,12.8,154.11,Overproduction
WST0003069,R003,M0016,2026-06-19,3.9,11.39,Quality Rejection
WST0003070,R004,M0106,2026-07-24,2.8,11.82,Quality Rejection
WST0003071,R004,M0114,2026-06-25,0.9,6.93,Quality Rejection
WST0003072,R017,M0132,2025-11-12,14.0,42.56,Expired Ingredients
WST0003073,R006,M0041,2026-05-22,2.0,17.64,Overproduction
WST0003074,R002,M0055,2025-08-16,3.0,30.69,Preparation Waste
WST0003075,R012,M0153,2026-01-05,1.0,13.94,Expired Ingredients
WST0003076,R005,M0059,2025-10-15,12.3,170.23,Preparation Waste
WST0003077,R004,M0060,2025-09-14,14.1,182.17,Expired Ingredients
WST0003078,R010,M0012,2026-01-06,3.4,15.81,Expired Ingredients
WST0003079,R017,M0127,2026-05-04,14.6,186.73,Spoilage
WST0003080,R015,M0130,2025-12-30,14.9,179.4,Overproduction
WST0003081,R016,M0098,2025-11-11,12.1,131.89,Quality Rejection
WST0003082,R014,M0039,2025-09-08,2.2,18.57,Preparation Waste
WST0003083,R012,M0064,2026-03-09,2.9,30.45,Quality Rejection
WST0003084,R016,M0142,2026-08-03,14.6,178.27,Expired Ingredients
WST0003085,R010,M0112,2026-06-06,1.9,13.47,Overproduction
WST0003086,R012,M0127,2025-10-22,12.5,159.88,Expired Ingredients
WST0003087,R009,M0130,2026-03-09,14.0,168.56,Spoilage
WST0003088,R003,M0053,2026-02-03,14.2,87.76,Overproduction
WST0003089,R018,M0133,2025-09-17,4.5,26.19,Preparation Waste
WST0003090,R020,M0132,2025-09-09,11.4,34.66,Customer Return
WST0003091,R001,M0082,2026-02-04,12.7,84.96,Quality Rejection
WST0003092,R013,M0026,2025-12-02,2.3,12.03,Quality Rejection
WST0003093,R018,M0121,2025-09-24,9.8,50.57,Overproduction
WST0003094,R016,M0022,2025-09-04,13.5,119.88,Overproduction
WST0003095,R005,M0008,2025-08-19,3.9,30.93,Overproduction
WST0003096,R015,M0148,2026-01-17,7.4,42.92,Overproduction
WST0003097,R006,M0130,2026-08-08,8.7,104.75,Preparation Waste
WST0003098,R020,M0048,2025-09-24,13.0,42.9,Customer Return
WST0003099,R007,M0074,2026-09-16,2.2,27.06,Expired Ingredients
WST0003100,R007,M0060,2025-12-31,4.5,58.14,Preparation Waste
WST0003101,R006,M0039,2025-12-06,3.1,26.16,Quality Rejection
WST0003102,R005,M0062,2025-09-03,10.7,133.64,Spoilage
WST0003103,R011,M0116,2025-10-02,2.6,18.9,Expired Ingredients
WST0003104,R005,M0094,2026-01-04,3.6,26.6,Expired Ingredients
WST0003105,R005,M0113,2025-11-08,1.7,14.76,Quality Rejection
WST0003106,R011,M0102,2025-11-07,3.8,33.25,Overproduction
WST0003107,R006,M0140,2026-01-19,2.1,6.2,Overproduction
WST0003108,R016,M0137,2026-03-02,14.7,82.76,Expired Ingredients
WST0003109,R003,M0130,2025-09-06,7.7,92.71,Quality Rejection
WST0003110,R008,M0049,2026-06-06,2.4,29.33,Overproduction
WST0003111,R006,M0134,2026-07-31,10.5,139.34,Preparation Waste
WST0003112,R001,M0081,2026-08-18,8.9,39.52,Expired Ingredients
WST0003113,R014,M0052,2026-04-02,15.0,111.45,Spoilage
WST0003114,R005,M0081,2026-07-16,6.2,27.53,Quality Rejection
WST0003115,R019,M0152,2026-04-09,11.6,53.82,Overproduction
WST0003116,R016,M0052,2026-04-17,11.4,84.7,Spoilage
WST0003117,R015,M0137,2026-03-22,3.1,17.45,Overproduction
WST0003118,R012,M0127,2025-09-02,3.7,47.32,Overproduction
WST0003119,R019,M0094,2026-01-02,11.4,84.25,Overproduction
WST0003120,R002,M0107,2026-02-27,2.7,14.58,Customer Return
WST0003121,R013,M0102,2026-01-29,11.3,98.88,Customer Return
WST0003122,R007,M0102,2026-07-07,7.5,65.62,Overproduction
WST0003123,R019,M0152,2025-11-08,4.9,22.74,Quality Rejection
WST0003124,R011,M0134,2026-08-11,6.3,83.6,Overproduction
WST0003125,R010,M0115,2026-03-19,2.9,26.62,Preparation Waste
WST0003126,R013,M0061,2026-07-27,1.3,5.0,Customer Return
WST0003127,R012,M0095,2026-01-08,13.5,57.78,Expired Ingredients
WST0003128,R007,M0058,2026-03-19,0.6,2.06,Customer Return
WST0003129,R019,M0016,2025-08-31,13.3,38.84,Customer Return
WST0003130,R005,M0022,2026-09-15,13.3,118.1,Spoilage
WST0003131,R016,M0094,2026-01-29,7.9,58.38,Preparation Waste
WST0003132,R017,M0019,2026-01-14,2.5,15.48,Expired Ingredients
WST0003133,R010,M0137,2026-05-04,8.5,47.86,Preparation Waste
WST0003134,R005,M0041,2026-03-13,0.5,4.41,Expired Ingredients
WST0003135,R012,M0142,2026-09-14,8.1,98.9,Overproduction
WST0003136,R007,M0101,2025-08-27,2.3,17.99,Spoilage
WST0003137,R001,M0081,2025-10-22,7.1,31.52,Quality Rejection
WST0003138,R011,M0052,2025-09-13,8.5,63.16,Overproduction
WST0003139,R020,M0160,2026-06-02,4.6,42.09,Overproduction
WST0003140,R005,M0037,2025-11-20,2.1,25.12,Preparation Waste
WST0003141,R011,M0135,2025-10-09,1.2,9.85,Preparation Waste
WST0003142,R017,M0052,2026-04-18,3.4,25.26,Quality Rejection
WST0003143,R016,M0081,2025-12-09,3.7,16.43,Customer Return
WST0003144,R010,M0040,2026-06-14,2.3,31.21,Customer Return
WST0003145,R020,M0133,2025-09-30,1.6,9.31,Quality Rejection
WST0003146,R020,M0052,2026-08-08,7.9,58.7,Spoilage
WST0003147,R016,M0053,2026-09-03,4.2,25.96,Customer Return
WST0003148,R013,M0137,2025-08-06,11.8,66.43,Expired Ingredients
WST0003149,R003,M0144,2025-10-17,4.0,46.36,Customer Return
WST0003150,R002,M0052,2025-12-23,7.9,58.7,Quality Rejection
WST0003151,R010,M0080,2025-12-15,1.5,9.72,Spoilage
WST0003152,R018,M0083,2025-08-30,4.0,50.2,Preparation Waste
WST0003153,R001,M0029,2025-11-09,1.4,8.02,Quality Rejection
WST0003154,R001,M0136,2025-12-22,3.5,28.7,Quality Rejection
WST0003155,R016,M0136,2025-08-28,3.8,31.16,Overproduction
WST0003156,R011,M0062,2026-09-11,10.9,136.14,Spoilage
WST0003157,R014,M0004,2025-08-23,3.5,19.67,Overproduction
WST0003158,R011,M0148,2025-10-31,6.6,38.28,Overproduction
WST0003159,R010,M0043,2026-09-22,4.5,13.64,Overproduction
WST0003160,R010,M0062,2026-01-03,4.7,58.7,Spoilage
WST0003161,R004,M0015,2026-05-19,2.7,18.04,Overproduction
WST0003162,R010,M0159,2026-07-25,4.8,32.69,Expired Ingredients
WST0003163,R006,M0059,2025-11-08,7.3,101.03,Customer Return
WST0003164,R020,M0039,2025-09-13,4.8,40.51,Quality Rejection
WST0003165,R001,M0137,2025-10-24,3.0,16.89,Customer Return
WST0003166,R014,M0053,2026-09-01,13.7,84.67,Quality Rejection
WST0003167,R010,M0072,2025-10-16,4.7,25.1,Quality Rejection
WST0003168,R013,M0025,2026-04-15,2.5,6.4,Preparation Waste
WST0003169,R014,M0048,2026-08-21,10.2,33.66,Overproduction
WST0003170,R005,M0047,2026-02-18,2.4,18.65,Spoilage
WST0003171,R004,M0106,2026-02-13,2.3,9.71,Spoilage
WST0003172,R013,M0121,2025-08-21,12.5,64.5,Customer Return
WST0003173,R008,M0102,2025-10-03,13.8,120.75,Quality Rejection
WST0003174,R017,M0019,2025-11-22,3.6,22.28,Customer Return
WST0003175,R020,M0089,2026-04-05,2.4,13.82,Quality Rejection
WST0003176,R014,M0018,2026-01-04,4.5,48.92,Quality Rejection
WST0003177,R019,M0157,2025-10-24,10.5,36.02,Customer Return
WST0003178,R010,M0132,2025-11-08,8.4,25.54,Preparation Waste
WST0003179,R007,M0016,2026-08-18,7.0,20.44,Expired Ingredients
WST0003180,R020,M0158,2026-07-06,2.3,20.17,Customer Return
WST0003181,R020,M0132,2026-08-03,4.8,14.59,Preparation Waste
WST0003182,R012,M0111,2025-11-23,3.5,48.4,Quality Rejection
WST0003183,R011,M0060,2025-09-09,12.3,158.92,Preparation Waste
WST0003184,R009,M0148,2026-09-12,10.5,60.9,Quality Rejection
WST0003185,R003,M0070,2026-03-21,3.8,46.28,Overproduction
WST0003186,R020,M0066,2026-05-11,4.2,27.55,Expired Ingredients
WST0003187,R010,M0101,2026-03-18,2.4,18.77,Customer Return
WST0003188,R015,M0134,2026-03-01,11.3,149.95,Spoilage
WST0003189,R001,M0059,2025-11-17,7.8,107.95,Spoilage
WST0003190,R017,M0095,2026-09-03,7.2,30.82,Preparation Waste
WST0003191,R014,M0059,2026-01-23,9.7,134.25,Customer Return
WST0003192,R018,M0134,2026-05-30,10.8,143.32,Spoilage
WST0003193,R020,M0115,2026-03-12,0.8,7.34,Overproduction
WST0003194,R018,M0004,2025-10-08,3.6,20.23,Spoilage
WST0003195,R005,M0048,2026-03-22,4.4,14.52,Overproduction
WST0003196,R014,M0013,2026-04-26,4.9,25.09,Expired Ingredients
WST0003197,R001,M0082,2025-12-03,14.9,99.68,Overproduction
WST0003198,R003,M0048,2026-03-10,12.5,41.25,Preparation Waste
WST0003199,R002,M0050,2025-10-04,4.9,61.69,Spoilage
WST0003200,R011,M0122,2026-01-29,4.6,24.1,Expired Ingredients
WST0003201,R001,M0053,2025-09-22,13.7,84.67,Overproduction
WST0003202,R012,M0125,2026-01-06,2.5,13.7,Spoilage
WST0003203,R012,M0145,2025-09-11,4.9,61.3,Overproduction
WST0003204,R013,M0060,2025-12-20,4.4,56.85,Spoilage
WST0003205,R009,M0048,2025-10-20,6.6,21.78,Customer Return
WST0003206,R008,M0142,2026-09-06,4.1,50.06,Spoilage
WST0003207,R010,M0119,2025-08-26,1.6,6.86,Customer Return
WST0003208,R017,M0051,2026-01-13,2.5,34.72,Customer Return
WST0003209,R011,M0124,2026-09-11,2.7,7.59,Expired Ingredients
WST0003210,R008,M0061,2026-07-05,3.6,13.86,Customer Return
WST0003211,R007,M0121,2025-12-16,7.6,39.22,Overproduction
WST0003212,R017,M0121,2026-09-12,9.6,49.54,Preparation Waste
WST0003213,R002,M0153,2026-03-28,4.5,62.73,Spoilage
WST0003214,R013,M0022,2025-08-15,11.8,104.78,Spoilage
WST0003215,R013,M0013,2026-07-14,2.4,12.29,Preparation Waste
WST0003216,R019,M0059,2026-06-30,9.3,128.71,Preparation Waste
WST0003217,R003,M0045,2025-08-05,1.2,8.17,Spoilage
WST0003218,R017,M0138,2026-06-17,2.5,19.08,Quality Rejection
WST0003219,R010,M0053,2026-02-02,690.0,85.28,Overproduction
WST0003220,R007,M0064,2025-09-13,3.5,36.75,Customer Return
WST0003221,R011,M0094,2026-03-08,7.6,56.16,Preparation Waste
WST0003222,R015,M0042,2026-05-10,3.2,30.5,Expired Ingredients
WST0003223,R016,M0137,2026-07-22,13.7,77.13,Quality Rejection
WST0003224,R020,M0095,2026-06-09,14.1,60.35,Preparation Waste
WST0003225,R005,M0127,2026-07-01,13.1,167.55,Expired Ingredients
WST0003226,R010,M0009,2026-06-13,13.0,110.63,Spoilage
WST0003227,R006,M0009,2025-11-28,3.7,31.49,Overproduction
WST0003228,R012,M0128,2026-03-09,1.5,8.2,Overproduction
WST0003229,R001,M0082,2026-05-01,6.9,46.16,Spoilage
WST0003230,R006,M0127,2025-10-31,7.4,94.65,Quality Rejection
WST0003231,R016,M0068,2025-11-20,4.7,51.0,Preparation Waste
WST0003232,R002,M0132,2026-06-08,7.4,22.5,Overproduction
WST0003233,R017,M0138,2026-09-02,2.6,19.84,Overproduction
WST0003234,R010,M0061,2025-09-05,4.1,15.78,Preparation Waste
WST0003235,R007,M0160,2026-06-11,4.2,38.43,Expired Ingredients
WST0003236,R008,M0120,2026-01-13,4.9,35.28,Quality Rejection
WST0003237,R014,M0134,2026-04-21,7.2,95.54,Customer Return
WST0003238,R014,M0095,2026-04-23,11.4,48.79,Preparation Waste
WST0003239,R006,M0104,2026-07-24,4.4,26.75,Spoilage
WST0003240,R004,M0053,2026-02-03,9.5,58.71,Preparation Waste
WST0003241,R006,M0081,2025-11-25,13.9,61.72,Preparation Waste
WST0003242,R017,M0157,2026-03-27,13.2,45.28,Expired Ingredients
WST0003243,R014,M0043,2025-11-05,2.0,6.06,Customer Return
WST0003244,R017,M0048,2026-08-23,11.9,39.27,Customer Return
WST0003245,R015,M0130,2025-11-18,10.2,122.81,Expired Ingredients
WST0003246,R018,M0031,2025-09-09,2.6,15.31,Customer Return
WST0003247,R010,M0098,2026-08-08,14.3,155.87,Preparation Waste
WST0003248,R005,M0154,2026-07-31,4.2,21.34,Overproduction
WST0003249,R002,M0048,2025-09-18,7.7,25.41,Preparation Waste
WST0003250,R020,M0070,2026-04-07,3.2,38.98,Quality Rejection
WST0003251,R004,M0098,2025-12-22,12.8,139.52,Spoilage
WST0003252,R005,M0102,2026-08-18,5.8,50.75,Expired Ingredients
WST0003253,R015,M0095,2026-04-11,12.8,54.78,Preparation Waste
WST0003254,R013,M0143,2026-07-03,3.5,11.83,Overproduction
WST0003255,R009,M0127,2025-12-22,7.5,95.92,Overproduction
WST0003256,R014,M0152,2025-09-10,5.9,27.38,Preparation Waste
WST0003257,R017,M0095,2026-07-16,12.3,52.64,Spoilage
WST0003258,R010,M0094,2026-07-10,9.5,70.2,Expired Ingredients
WST0003259,R016,M0009,2025-08-31,12.0,102.12,Expired Ingredients
WST0003260,R014,M0148,2025-08-14,7.3,42.34,Customer Return
WST0003261,R003,M0067,2026-04-25,2.5,15.15,Overproduction
WST0003262,R014,M0029,2025-10-30,2.2,12.61,Spoilage
WST0003263,R013,M0157,2026-05-15,5.4,18.52,Overproduction
WST0003264,R002,M0062,2026-06-19,7.8,97.42,Customer Return
WST0003265,R007,M0120,2026-08-18,1.9,13.68,Preparation Waste
WST0003266,R018,M0016,2025-10-25,8.6,25.11,Preparation Waste
WST0003267,R014,M0060,2026-05-19,7.4,95.61,Preparation Waste
WST0003268,R018,M0103,2026-05-27,1.7,6.97,Customer Return
WST0003269,R003,M0142,2025-10-17,11.3,137.97,Quality Rejection
WST0003270,R013,M0090,2025-08-23,2.8,14.64,Spoilage
WST0003271,R004,M0068,2026-09-13,3.7,40.15,Preparation Waste
WST0003272,R003,M0021,2025-11-27,4.8,30.82,Preparation Waste
WST0003273,R003,M0059,2026-06-07,12.6,174.38,Customer Return
WST0003274,R001,M0012,2026-02-26,2.0,9.3,Spoilage
WST0003275,R013,M0076,2026-09-21,2.0,18.56,Quality Rejection
WST0003276,R016,M0016,2026-08-19,7.4,21.61,Customer Return
WST0003277,R005,M0082,2026-02-13,6.4,42.82,Quality Rejection
WST0003278,R002,M0060,2026-02-03,8.2,105.94,Customer Return
WST0003279,R003,M0060,2025-07-31,11.0,142.12,Preparation Waste
WST0003280,R015,M0132,2026-01-03,9.3,28.27,Spoilage
WST0003281,R020,M0039,2026-08-10,1.1,9.28,Overproduction
WST0003282,R016,M0022,2025-11-05,13.6,120.77,Preparation Waste
WST0003283,R008,M0055,2026-06-30,1.1,11.25,Customer Return
WST0003284,R004,M0157,2026-01-05,9.0,30.87,Overproduction
WST0003285,R001,M0127,2026-05-20,6.8,86.97,Spoilage
WST0003286,R019,M0142,2025-09-17,14.8,180.71,Preparation Waste
WST0003287,R006,M0148,2025-10-22,5.5,31.9,Customer Return
WST0003288,R003,M0067,2025-10-03,3.5,21.21,Quality Rejection
WST0003289,R016,M0095,2026-01-20,14.6,62.49,Preparation Waste
WST0003290,R007,M0130,2025-12-24,11.8,142.07,Customer Return
WST0003291,R017,M0087,2026-02-25,0.5,2.46,Overproduction
WST0003292,R007,M0087,2026-09-10,0.8,3.94,Overproduction
WST0003293,R017,M0109,2026-01-31,2.1,27.76,Quality Rejection
WST0003294,R010,M0130,2026-07-31,13.5,162.54,Overproduction
WST0003295,R020,M0059,2026-02-20,10.9,150.86,Expired Ingredients
WST0003296,R016,M0083,2026-01-09,4.8,60.24,Expired Ingredients
WST0003297,R006,M0134,2026-01-21,14.1,187.11,Spoilage
WST0003298,R020,M0060,2025-12-31,12.5,161.5,Overproduction
WST0003299,R010,M0104,2026-02-05,11.6,70.53,Customer Return
WST0003300,R018,M0134,2025-12-03,14.6,193.74,Customer Return
WST0003301,R006,M0059,2025-11-08,13.2,182.69,Preparation Waste
WST0003302,R012,M0130,2026-06-11,12.9,155.32,Quality Rejection
WST0003303,R015,M0095,2025-08-28,13.1,56.07,Quality Rejection
WST0003304,R014,M0060,2025-10-27,3.4,43.93,Expired Ingredients
WST0003305,R011,M0098,2025-09-29,4.9,53.41,Overproduction
WST0003306,R009,M0043,2025-09-30,2.5,7.57,Overproduction
WST0003307,R020,M0139,2026-08-03,1.1,11.51,Customer Return
WST0003308,R018,M0152,2025-11-17,11.5,53.36,Preparation Waste
WST0003309,R006,M0098,2026-08-25,12.8,139.52,Spoilage
WST0003310,R010,M0127,2025-12-22,10.9,139.41,Preparation Waste
WST0003311,R004,M0152,2026-03-24,3.6,16.7,Preparation Waste
WST0003312,R002,M0074,2025-09-23,1.2,14.76,Overproduction
WST0003313,R001,M0138,2026-01-04,2.6,19.84,Quality Rejection
WST0003314,R020,M0132,2026-03-13,11.3,34.35,Spoilage
WST0003315,R011,M0104,2026-02-26,14.8,89.98,Overproduction
WST0003316,R011,M0029,2026-04-03,2.6,14.9,Expired Ingredients
WST0003317,R016,M0032,2026-07-02,3.3,34.65,Quality Rejection
WST0003318,R001,M0052,2025-08-27,3.9,28.98,Overproduction
WST0003319,R004,M0149,2025-12-07,4.8,33.22,Quality Rejection
WST0003320,R013,M0143,2026-01-08,3.2,10.82,Preparation Waste
WST0003321,R020,M0140,2026-09-17,3.3,9.74,Spoilage
WST0003322,R011,M0150,2026-04-17,2.7,34.05,Customer Return
WST0003323,R009,M0037,2026-02-03,3.0,35.88,Preparation Waste
WST0003324,R009,M0142,2026-05-13,14.1,172.16,Expired Ingredients
WST0003325,R009,M0082,2026-06-29,14.5,97.01,Spoilage
WST0003326,R012,M0104,2026-05-13,5.6,34.05,Customer Return
WST0003327,R012,M0022,2026-05-19,11.5,102.12,Expired Ingredients
WST0003328,R017,M0104,2025-12-11,9.0,54.72,Quality Rejection
WST0003329,R020,M0139,2026-01-21,3.7,38.7,Customer Return
WST0003330,R010,M0024,2026-02-12,3.7,12.84,Expired Ingredients
WST0003331,R008,M0157,2026-03-27,13.1,44.93,Overproduction
WST0003332,R013,M0012,2026-03-08,4.3,20.0,Quality Rejection
WST0003333,R002,M0111,2026-01-26,3.1,42.87,Preparation Waste
WST0003334,R007,M0157,2025-12-24,9.9,33.96,Quality Rejection
WST0003335,R005,M0157,2025-10-16,6.2,21.27,Customer Return
WST0003336,R014,M0052,2026-03-10,4.2,31.21,Quality Rejection
WST0003337,R011,M0102,2026-01-17,6.9,60.38,Expired Ingredients
WST0003338,R010,M0098,2026-02-26,7.4,80.66,Overproduction
WST0003339,R014,M0003,2025-10-22,3.1,29.08,Overproduction
WST0003340,R017,M0132,2026-01-04,7.9,24.02,Overproduction
WST0003341,R018,M0142,2025-12-25,3.4,41.51,Quality Rejection
WST0003342,R006,M0093,2025-12-17,2.5,32.98,Expired Ingredients
WST0003343,R003,M0022,2025-09-26,3.8,33.74,Preparation Waste
WST0003344,R008,M0149,2026-08-28,2.2,15.22,Spoilage
WST0003345,R014,M0152,2026-05-24,10.5,48.72,Customer Return
WST0003346,R004,M0059,2026-05-20,9.1,125.94,Overproduction
WST0003347,R018,M0042,2025-09-16,1.5,14.29,Expired Ingredients
WST0003348,R007,M0133,2025-08-08,3.0,17.46,Spoilage
